rule_id,base_score,tier,reasoning
kingfisher.mailjet.2,65,high,"Basic Auth: full platform access including email and SMS send capability."
kingfisher.mandrill.1,65,high,"Transactional email through verified domains; highly credible phishing vector."
kingfisher.opsgenie.1,58,medium,"Can page on-call, suppress/fabricate incidents, cause alert fatigue."
kingfisher.pagerduty.1,58,medium,"Trigger incidents, page engineers, manage schedules. Disrupt incident response."
np.pendo.1,50,medium,"Product analytics + in-app guide management; can view session data and modify in-app messages."
np.postmark.1,65,high,"Transactional email send from authorized domains; phishing/spam capability."
kingfisher.resend.api_key.1,65,high,"Transactional email send; can send arbitrary email from authorized domains."
np.sendgrid.1,65,high,"SG.xxx key; full email send at scale from authorized domains; phishing/spam/brand abuse."
kingfisher.sendinblue.1,60,medium,"Email + SMS marketing/transactional sends; mass campaign capability."
kingfisher.statuspage.1,55,medium,"Can publish false incident/maintenance status updates misleading customers."
np.twilio.1,75,high,"Full SMS/voice API; direct monetary cost per send; phishing and 2FA spoofing at scale."
np.zendesk.1,68,high,"All support tickets and customer conversations; PII exposure and full read/write on support interactions."
np.amplitude.1,40,low,"Amplitude API Key is an analytics ingestion key used to send event data; limited to analytics write access with no admin capabilities."
kingfisher.datadog.1,15,info,"Datadog Site Domain is a tenant identifier — not a credential; just configuration metadata."
kingfisher.datadog.2,50,medium,"Datadog API Key allows sending metrics/logs/traces and some read operations; not full admin but broader than ingestion-only."
kingfisher.datadog.3,65,high,"Datadog Application Key grants admin-level access to the Datadog API including account management and sensitive data queries."
kingfisher.datadog.4,25,low,"Datadog RUM Client Token is a public-facing instrumentation token for browser/mobile SDK; intentionally embeddable in client code."
np.dtrack.1,50,medium,"Dependency-Track API Key enables SBOM and vulnerability management operations; medium risk — read/write to vulnerability tracking data."
np.dynatrace.1,60,medium,"Dynatrace Token has variable scope depending on assigned permissions; defaults to medium-high as it often grants monitoring and configuration access."
np.grafana.1,65,high,"Grafana API Token grants full API access to dashboards, data sources, and configuration — equivalent to admin access in many deployments."
np.grafana.2,65,high,"Grafana Cloud API Token grants administrative access to Grafana Cloud stacks including provisioning and data source management."
np.grafana.3,65,high,"Grafana Service Account Token provides programmatic API access equivalent to the service account role — often admin or editor level."
kingfisher.honeycomb.1,50,medium,"Honeycomb API Key is used for both ingestion and querying; medium risk as it can read observability data."
np.newrelic.1,35,low,"New Relic License Key is used exclusively for telemetry ingestion; no read or admin capabilities."
np.newrelic.2,35,low,"New Relic License Key (alternate format) — telemetry ingest only with no read or admin access."
np.newrelic.3,50,medium,"New Relic API Service Key enables API access for service integrations; broader than license key but below full admin scope."
np.newrelic.4,70,high,"New Relic Admin API Key provides full administrative access including account management, user management, and all API operations."
np.newrelic.5,30,low,"New Relic Insights Insert Key is write-only for custom event ingestion; cannot query or read any data from New Relic."
np.newrelic.6,32,low,"New Relic Insights Query Key provides read-only access to query custom events; no write or admin capabilities."
np.newrelic.7,55,medium,"New Relic REST API Key grants access to REST API v2 for metrics and configuration; broader than license/insights keys."
np.newrelic.8,55,medium,"New Relic Pixie API Key provides access to Pixie live debugging platform (k8s observability); can query live cluster data."
np.newrelic.9,58,medium,"New Relic Pixie Deploy Key used to deploy/configure Pixie agents on Kubernetes clusters; elevated risk due to cluster deployment capability."
kingfisher.posthog.1,40,low,"PostHog Project API Key is primarily an ingestion/capture key for sending analytics events; limited read access to project data."
kingfisher.posthog.2,55,medium,"PostHog Personal API Key provides admin-level access to the PostHog API for account management and data querying."
np.segment.1,55,medium,"Segment Public API Token provides workspace-level access including source/destination management; elevated for workspace administration."
kingfisher.sentry.1,65,high,"Sentry Access Token grants OAuth-scoped API access which can include full read/write to projects, issues, and organization data."
kingfisher.sentry.2,65,high,"Sentry Organization Token provides organization-scoped API access with broad permissions over projects, members, and settings."
kingfisher.sentry.3,65,high,"Sentry User Token grants API access acting as the user; scope varies but can include sensitive project and error data access."
kingfisher.sentry.4,25,low,"Sentry DSN is a publishable ingest URL intentionally embedded in client applications to report errors; not a secret credential."
np.wakatime.1,30,low,"WakaTime API Key provides access to personal coding activity/time tracking data; limited to individual user telemetry."
np.wakatime.2,30,low,"WakaTime Prefixed API Key — same as np.wakatime.1 with a waka_ prefix format; personal time tracking access only."
kingfisher.clickhouse.1,85,critical,"ClickHouse Cloud secret key grants direct database access to all data the credential can reach."
kingfisher.clickhouse.2,15,info,"ClickHouse Cloud key ID is an identifier only; no access possible without the paired secret key."
np.databricks.1,90,critical,"Databricks PAT grants workspace-wide access and can spin up compute clusters incurring significant cost."
kingfisher.jdbc.1,85,critical,"JDBC connection string with embedded credentials provides raw database access for any data the DB user can reach."
np.mongodb.1,85,critical,"MongoDB connection string with credentials grants direct database access to all collections the user can reach."
kingfisher.mongodb.1,85,critical,"MongoDB API private key grants significant API-level access to Atlas resources."
kingfisher.mongodb.2,15,info,"MongoDB API public key is an identifier only; requires the paired private key to authenticate."
kingfisher.mongodb.3,85,critical,"MongoDB URI connection string with credentials provides direct database access."
kingfisher.mongodb.4,95,critical,"MongoDB Atlas service account token with admin privileges grants full Atlas account control."
kingfisher.mysql.1,85,critical,"MySQL URI with embedded credentials grants direct database access to all data the DB user can reach."
np.odbc.1,85,critical,"ODBC connection string with credentials provides raw database access equivalent to a direct connection string."
kingfisher.planetscale.1,85,critical,"PlanetScale API token grants management-level control over databases and branches."
kingfisher.planetscale.2,15,info,"PlanetScale username is an identifier only; no access possible without paired credential."
np.postgres.1,85,critical,"PostgreSQL connection URI with embedded credentials grants direct database access."
kingfisher.rabbitmq.1,75,high,"RabbitMQ credential grants access to the message broker; can read/write queues and intercept or inject messages."
kingfisher.supabase.1,90,critical,"Supabase management token grants full account-level control including project management and all data."
kingfisher.supabase.2,70,high,"Supabase project API key grants per-project data access; significant but scoped to one project."
kingfisher.supabase.3,15,info,"Supabase project URL is a public endpoint identifier; no credentials embedded."
np.auth0.1,85,critical,"Auth0 Application Credentials (domain+client_id+client_secret) grant full control over an SSO tenant including user management and OAuth configuration."
kingfisher.authress.1,70,high,"Authress Service Client Access Key enables programmatic access to Authress authorization APIs for managing access controls."
kingfisher.cloudflare.1,82,critical,"Cloudflare API Token can control DNS/WAF/CDN/Workers for all zones; misconfigured DNS or firewall rules can redirect traffic or disable protections."
kingfisher.cloudflare.2,75,high,"Cloudflare Origin CA Key is used to issue TLS certificates for origin servers; exposure allows issuance of fraudulent origin certificates."
kingfisher.definednetworking.1,60,medium,"Defined Networking API Token controls network overlay configuration; access can expose network topology and allow routing changes."
np.doppler.1,70,high,"Doppler CLI Token provides developer-level access to secrets and configs via CLI; broad read access to environment secrets."
np.doppler.2,70,high,"Doppler Personal Token tied to a user account grants access to all projects and environments that user can access."
np.doppler.3,75,high,"Doppler Service Token grants automated read access to a specific config environment; exposure leaks all secrets in that environment."
np.doppler.4,85,critical,"Doppler Service Account Token is a machine identity with configurable cross-project access; equivalent to admin-tier secrets access."
np.doppler.5,75,high,"Doppler SCIM Token enables identity provisioning operations (create/update/delete users and groups); unauthorized user management in IdP."
np.doppler.6,55,medium,"Doppler Audit Token grants read-only access to audit logs; exposes operational activity but cannot modify secrets or configurations."
kingfisher.harness.pat.1,70,high,"Harness Personal Access Token provides access to CI/CD pipelines, secrets, and deployment configurations; supply chain manipulation risk."
np.hashicorp.1,90,critical,"HashiCorp Vault Service Token (pre-v1.10) grants broad secrets engine access limited only by attached policies; full Vault access with admin policy."
np.hashicorp.2,70,high,"HashiCorp Vault Batch Token (pre-v1.10) is short-lived and non-renewable with limited capabilities; reduces blast radius."
np.hashicorp.3,95,critical,"HashiCorp Vault Recovery Token (pre-v1.10) used for root-level recovery operations; grants equivalent-to-root access."
np.hashicorp.4,90,critical,"HashiCorp Vault Service Token (v1.10+) grants broad secrets engine access limited only by attached policies; full Vault access with admin policy."
np.hashicorp.5,70,high,"HashiCorp Vault Batch Token (v1.10+) is performance-optimized and short-lived with embedded policy claims."
np.hashicorp.6,95,critical,"HashiCorp Vault Recovery Token (v1.10+) used for root-level recovery operations; grants equivalent-to-root access."
np.hashicorp.7,95,critical,"HashiCorp Vault Unseal Key is one of the Shamir secret shares required to unseal a sealed Vault; enables full secret access."
kingfisher.intra42.1,15,info,"Intra42 Client ID is a public OAuth identifier used to initiate authorization flows; not a secret."
kingfisher.intra42.2,65,high,"Intra42 Client Secret combined with Client ID enables server-side OAuth token requests; allows impersonation."
kingfisher.jumpcloud.1,85,critical,"JumpCloud API Key provides full admin access to JumpCloud directory including user management, SSO app configuration, and device policies."
np.kubernetes.1,85,critical,"Kubernetes Bootstrap Token grants cluster join capabilities; unauthorized nodes can join cluster for initial access."
np.kubernetes.2,85,critical,"Kubernetes Bootstrap Token (alternate format) — same risk as np.kubernetes.1; grants cluster bootstrap access."
kingfisher.launchdarkly.1,70,high,"LaunchDarkly Access Token enables full feature flag management; can manipulate application behavior."
kingfisher.launchdarkly.2,15,info,"LaunchDarkly Client-side ID is a public identifier embedded in frontend code for SDK initialization."
np.okta.1,90,critical,"Okta API Token grants full admin access to Okta SSO tenant including user lifecycle management, app assignments, and OAuth client configuration."
kingfisher.optimizely.1,65,high,"Optimizely Personal Access Token enables management of experiments, feature flags, and project settings."
np.vmware.1,75,high,"VMware Connect-VIServer credentials embedded in scripts grant access to vSphere/vCenter infrastructure; VM management and lateral movement."
kingfisher.hubspot.1,75,high,"HubSpot Private App Token grants access to CRM contacts, marketing data, and deal pipelines — contains customer PII and business intelligence."
kingfisher.jotform.1,65,high,"JotForm API key exposes form submission data which frequently contains PII (names, emails, addresses, health info)."
np.salesforce.1,85,critical,"Salesforce Access Token provides access to full CRM including customer PII, financial records, opportunities, and business-critical data at scale."
np.shopify.1,10,info,"Shopify domain/store identifier only — reveals shop URL but grants no API access or sensitive data exposure."
np.shopify.2,85,critical,"Shopify App Secret can be used to mint OAuth tokens with shop-wide access including orders, customer PII, and payment processing capabilities."
np.shopify.3,70,high,"Shopify Public App Access Token grants shop-scoped API access to orders, customer data, and inventory depending on OAuth scopes."
np.shopify.4,75,high,"Shopify Custom App Access Token has shop-wide access to orders, customers, products, and potentially payment/refund operations."
np.shopify.5,75,high,"Shopify Legacy Private App Access Token provides full shop API access including customer PII, orders, and financial operations."
kingfisher.typeform.1,65,high,"Typeform API Token exposes form responses which routinely contain PII; also allows creating/modifying forms used for data collection."
kingfisher.zohocrm.1,70,high,"Zoho CRM API Access Token grants access to customer records, sales pipeline, contacts, and business PII across the CRM."
kingfisher.zuplo.1,60,medium,"Zuplo API gateway key controls API routing and rate limiting; impact depends on configured backend but represents significant infrastructure access."
kingfisher.hereapi.1,55,medium,HERE API keys are per-call billed with request quotas for mapping/geocoding services; exposure enables quota exhaustion and unauthorized usage but limited blast radius beyond billing impact
kingfisher.ipstack.1,45,medium,IPStack API keys enable IP geolocation lookups with per-call billing; exposure causes quota exhaustion and data harvesting but read-only with limited blast radius
np.mapbox.1,25,low,Mapbox public token (pk.*) is intentionally client-side and designed to be embedded in frontend code; exposure has minimal impact beyond potential quota abuse
np.mapbox.2,65,high,Mapbox secret token (sk.*) is server-side with full account access; exposure enables quota exhaustion style/tileset manipulation and potential billing impact
np.mapbox.3,50,medium,Mapbox temporary token (tk.*) has time-limited scope and restricted permissions; exposure risk is bounded by token expiry and scope constraints
kingfisher.maxmind.1,55,medium,MaxMind license key grants access to GeoIP database downloads and queries; exposure enables unauthorized data access and quota exhaustion
kingfisher.maxmind.2,15,info,MaxMind Account ID is a non-secret identifier used for account reference; alone it grants no API access and poses minimal security risk
kingfisher.ngrok.1,70,high,Ngrok API key can create tunnels exposing internal network services to the public internet; significant risk of unauthorized network access and lateral movement
kingfisher.openweather.1,45,medium,OpenWeather API keys provide weather data access with per-call billing; exposure enables quota exhaustion and data harvesting but entirely read-only with low blast radius
kingfisher.shodan.1,55,medium,Shodan API key provides read-only internet scanning and search capabilities; exposure enables reconnaissance against targets using attacker quota but no write access
kingfisher.tailscale.1,85,critical,Tailscale API key can add devices to a private mesh network modify ACLs and access internal services; full network compromise potential makes this critical severity
kingfisher.datagov.1,15,info,"Rate-limit identifier for public government datasets; no meaningful secret power and no private data access."
np.deviantart.1,45,medium,"User-scoped OAuth access token for a niche creative platform; limited blast radius to one account."
kingfisher.deviantart.1,45,medium,"OAuth client secret enabling app-level impersonation on a niche creative platform; moderate impact."
np.facebook.1,60,medium,"Facebook app secret key enabling app-level API access and signature verification; can impersonate the application."
np.facebook.2,45,medium,"User-scoped Facebook access token; compromises one user account including profile and linked permissions."
np.facebook.3,65,high,"Facebook app credentials (ID + secret) giving full control over the app; can manage users, webhooks, and app settings."
kingfisher.flickr.1,30,low,"Read-only API key for a photo-sharing platform; primarily accesses public content with rate-limit enforcement."
kingfisher.flickr.2,30,low,"User OAuth session token for Flickr; compromises one account on a niche platform with mostly public content."
kingfisher.foursquare.1,20,low,"Public client identifier; not a secret and provides no privileged access on its own."
kingfisher.foursquare.2,45,medium,"OAuth client secret for Foursquare location platform; enables app impersonation and user data access."
kingfisher.guardian.1,25,low,"API key for The Guardian public news content; read-only access to published articles with quota enforcement."
np.instagram.1,45,medium,"Instagram Graph API access token; user-scoped access to profile, media, and messaging for one account."
np.linkedin.1,20,low,"Public LinkedIn OAuth client identifier; not a secret and provides no privileged access on its own."
np.linkedin.2,40,low,"LinkedIn OAuth client secret; app-level but LinkedIn scope is user-profile-focused with limited downstream impact."
np.linkedin.3,35,low,"User-scoped LinkedIn access token; read/write on one professional profile with limited blast radius."
np.nasa.1,25,low,"NASA public data API key; rate-limit key for open scientific datasets with no private data access."
kingfisher.nytimes.1,25,low,"NYT public news content API key; read-only access to published articles with quota enforcement."
np.twitch.1,50,medium,"Twitch stream key grants ability to broadcast live video as the streamer; high reputational impact for that account."
np.twitter.1,20,low,"Public Twitter/X OAuth client identifier; not a secret and provides no privileged API access on its own."
np.twitter.2,60,medium,"Twitter/X app-level OAuth secret key; enables full app impersonation and broad API access."
np.twitter.3,55,medium,"Twitter/X app-level bearer token; enables read access to Twitter API at application scope."
np.twitter.4,50,medium,"User-scoped Twitter/X access token; can post, read DMs, and act as the authenticated user account."
kingfisher.yelp.1,30,low,"Yelp Fusion API key for public business data; read-only access to restaurant and business listings with rate limits."
np.youtube.1,30,low,"YouTube Data API key; mostly read-only quota key for public video data with no OAuth user delegation."
np.adafruit.1,55,medium,"Adafruit IO key grants access to IoT dashboard feeds and data; limited to cloud data plane with no direct device firmware control."
np.adobe.1,70,high,"Adobe OAuth client secret enables impersonation of OAuth application across Creative Cloud and Experience Platform APIs."
kingfisher.aiven.1,85,critical,"Aiven API key provides admin-level control over managed cloud databases (PostgreSQL/Kafka/etc.); full infrastructure compromise potential."
np.blynk.1,60,high,"Blynk device access token controls a single IoT device (GPIO/functions); physical-world impact limited to one device scope."
np.blynk.2,75,high,"Blynk organization access token grants fleet-wide device control across all devices in an org; elevated physical-world impact."
np.blynk.3,75,high,"Blynk organization access token (alternate detection pattern); same fleet-wide device control scope."
np.blynk.8,85,critical,"Blynk organization client credentials (client_id+secret) enable full OAuth token minting for entire org fleet."
np.blynk.9,85,critical,"Blynk organization client credentials (alternate detection pattern); same full org OAuth scope."
np.particleio.1,75,high,"Particle.io access token can flash firmware and call device functions on cloud-connected hardware; direct physical-world impact."
np.particleio.2,75,high,"Particle.io access token (alternate detection pattern); same firmware-flash and device-function control scope."
kingfisher.riot.1,15,info,"Riot platform host is a configuration identifier/hostname with no credential value."
kingfisher.riot.2,35,low,"Riot Games API key provides read access to game data and match history; rate-limited public-facing API."
np.thingsboard.1,70,high,"ThingsBoard access token authenticates a device or user to the IoT platform; enables telemetry read/write and device command execution."
np.thingsboard.2,75,high,"ThingsBoard provision device key allows registration of new devices into the platform; enables rogue device enrollment."
np.thingsboard.3,75,high,"ThingsBoard provision device secret pairs with provision key to authenticate device provisioning; same rogue-device registration risk."
np.truenas.1,85,critical,"TrueNAS WebSocket API key provides full NAS administrative control (storage pools/shares/plugins/VMs); critical data and infrastructure impact."
np.truenas.2,85,critical,"TrueNAS REST API key provides full NAS administrative control equivalent to WebSocket; complete storage system compromise."
np.truenas.3,55,medium,"TrueNAS keyword-proximity detection is lower-confidence (may match config comments near key material); reduced certainty warrants medium."
np.dropbox.1,85,critical,"Dropbox Access Token grants full read/write access to every file in the authenticated user's Dropbox; file-sync services holding all user files carry the same blast radius as cloud-infra breaches."
kingfisher.fileio.1,55,medium,"FileIO Secret Key controls a temporary file-hosting service; can upload malicious files (phishing payloads, malware distribution) but service is ephemeral by design."
kingfisher.airtable.1,60,high,"Airtable Personal Access Token grants full read/write access to Airtable bases which may contain sensitive business records; long-lived and broadly scoped."
kingfisher.airtable.2,55,medium,"Airtable OAuth Token is typically more narrowly scoped than a PAT and may be short-lived; still exposes Airtable base data."
kingfisher.apify.1,50,medium,"Apify API Token enables control of web scraping actors and data storage; unauthorized compute usage and scraped data access."
kingfisher.apollo.1,60,high,"Apollo API Key provides access to Apollo.io sales intelligence platform including contact/company enrichment data; prospect database exfiltration."
kingfisher.clay.1,50,medium,"Clay API Key accesses Clay data enrichment and GTM platform; exposure may leak enrichment workflows and contact data."
kingfisher.diffbot.1,45,medium,"Diffbot API Key accesses web data extraction and knowledge graph APIs; unauthorized scraping quota usage."
kingfisher.fastly.1,75,high,"Fastly API Token provides CDN administrative control including cache purging, configuration changes, and WAF rule modification."
np.figma.1,60,high,"Figma Personal Access Token grants access to design files, prototypes, and team assets; unreleased product designs and proprietary UI assets."
kingfisher.frame.io.1,65,high,"Frame.io API Token provides access to video asset management platform including project files, review workflows, and media assets."
kingfisher.frameio.1,65,high,"Frame.io API Token (alternate rule) — same risk profile as kingfisher.frame.io.1; video asset management access."
np.krb5.asrep.23.1,90,critical,"Kerberos 5 AS-REP hash (etype 23/RC4) is a password hash that can be cracked offline via AS-REP roasting; successful cracking yields AD credentials."
kingfisher.ionic.1,55,medium,"Ionic API Token provides access to Ionic mobile application platform for builds, deployments, and app configuration."
np.postman.1,70,high,"Postman API Key grants access to private API collections and workspaces which frequently contain embedded credentials and authentication tokens."
kingfisher.airbrake.1,45,medium,"Error monitoring user key; exposes project list and error data but limited blast radius."
kingfisher.alchemy.1,68,high,"Web3 RPC node access to Ethereum mainnet; enables NFT/transaction queries and blockchain operations on behalf of the org."
kingfisher.algolia.1,55,medium,"Algolia Admin API key grants index management (read/write/delete indices and records); meaningful data exposure."
kingfisher.algolia.2,20,low,"Algolia Application ID — identifier only (visible:false helper); not a secret by itself."
kingfisher.anypoint.1,55,medium,"MuleSoft Anypoint API key; access to integration platform account and API management."
kingfisher.baremetrics.1,40,medium,"Revenue analytics read API; exposes MRR/subscription financial metrics but no write/modify capability."
np.branchio.1,50,medium,"Branch.io live key; access to deep link data and attribution analytics for production."
np.branchio.2,30,low,"Branch.io test key; limited scope to test environment — reduced real-world impact."
kingfisher.ciscomeraki.1,65,high,"Cisco Meraki API key; grants access to manage network devices and organization settings — network infrastructure admin."
kingfisher.clearbit.1,45,medium,"Clearbit data enrichment API; exposes company/person lookup — primarily data consumption risk."
kingfisher.cloudsight.1,40,medium,"CloudSight image recognition API; enables image submissions and result queries — limited to paid resource abuse."
kingfisher.confluent.1,20,low,"Confluent client ID (visible:false helper rule); not a standalone secret — requires paired API secret."
kingfisher.confluent.2,65,high,"Confluent/Kafka API secret (paired with client ID); grants full access to Kafka cluster data streams and IAM management."
kingfisher.confluent.3,65,high,"Confluent API secret updated format with checksum; same risk as .2 — Kafka cluster access and data stream control."
kingfisher.contentful.1,40,medium,"Contentful Delivery API token; read-only CMS content access — no write capability."
kingfisher.contentful.2,55,medium,"Contentful Personal Access Token (CFPAT-prefix); full CMS management including content creation and deletion."
kingfisher.coze.1,45,medium,"Coze AI chatbot platform PAT; access to workspaces and AI agent configurations."
np.digitalocean.1,85,critical,"DigitalOcean Application Access Token (doo_v1_); full cloud infra API — droplets/networking/databases — AWS-tier analog."
np.digitalocean.2,85,critical,"DigitalOcean Personal Access Token (dop_v1_); full cloud infra control — highest privilege DigitalOcean token type."
np.digitalocean.3,82,critical,"DigitalOcean Refresh Token (dor_v1_); enables OAuth token refresh to obtain new PATs — sustained infra access."
kingfisher.disqus.1,40,medium,"Disqus comments API secret; exposes forum threads and user comment data."
np.django.1,68,high,"Django SECRET_KEY; cryptographic signing of sessions/cookies/CSRF tokens — enables session forgery and auth bypass."
kingfisher.endorlabs.1,20,low,"Endor Labs API key component (visible:false helper); not usable alone — requires paired API secret."
kingfisher.endorlabs.2,50,medium,"Endor Labs API secret (SCA/supply chain tool); access to dependency vulnerability data and org security posture."
kingfisher.eraser.1,35,low,"Eraser diagram/doc tool API key; limited to usage reporting queries — low blast radius."
kingfisher.finnhub.1,40,medium,"Finnhub financial market data API token; stock/crypto data access — paid resource consumption risk."
np.firebase.1,70,high,"Firebase Cloud Messaging server key; grants authority to send push notifications to ALL registered devices — phishing/spam vector."
np.firebase.2,30,low,"Firebase FCM device token; single-device push notification target identifier — limited to targeted messaging of one user."
np.firecrawl.1,40,medium,"Firecrawl web scraping API key; paid resource consumption and crawling operations — limited to scraping service."
kingfisher.fleetbase.1,50,medium,"Fleetbase logistics/fleet management API; live/test variants — access to fleet operations and order data."
kingfisher.flyio.1,75,high,"Fly.io API Token (FlyV1 prefix); manages deployed containers/VMs and app infrastructure — hosting infra admin."
kingfisher.freshbooks.1,55,medium,"FreshBooks accounting access token; exposes invoices/clients/financial records — sensitive business data."
np.google.1,15,info,"Google Client ID (.apps.googleusercontent.com); public identifier used in OAuth flows — not a secret."
np.google.2,65,high,"Google OAuth Client Secret (GOCSPX- prefix); combined with client ID enables OAuth token issuance."
np.google.3,55,medium,"Google OAuth client_secret fuzzy pattern; lower confidence generic pattern. LOW CONFIDENCE: fuzzy match."
np.google.4,70,high,"Google OAuth Access Token (ya29. prefix); live bearer token granting immediate access to Google APIs."
np.google.5,55,medium,"Google API key (AIza prefix); enables access to Google APIs — billing/quota abuse risk."
np.google.6,68,high,"Google OAuth Credentials (client_id + client_secret combined); full OAuth flow enablement."
np.google.7,55,medium,"Base64-encoded Google API key (QUl6YVN prefix); same risk as np.google.5 once decoded."
np.google.8,50,medium,"Google Maps API key with contextual match; quota theft and billing charges on Maps Platform."
kingfisher.google.oauth2.1,70,high,"Google OAuth2 Access Token (ya29. pattern via kingfisher rule); live token granting immediate Google API access."
np.heroku.1,85,critical,"Heroku API Key; full PaaS cloud infra control — deploy/manage/destroy apps and dynos — cloud infra tier."
kingfisher.ibm.1,85,critical,"IBM Cloud User API Key; full IBM Cloud infra access — equivalent authority to AWS IAM user key."
kingfisher.infura.1,68,high,"Infura Web3 API key; Ethereum/IPFS node access for RPC calls and blockchain data."
kingfisher.instantly.1,45,medium,"Instantly.ai email outreach API key; access to email campaign analytics and account data."
np.kagi.1,35,low,"Kagi search API key; paid search resource consumption — limited to search queries and account info."
np.keenio.1,45,medium,"Keen.io analytics API key; read/write/master key variants — event data access and possible project administration."
kingfisher.kickbox.1,40,medium,"Kickbox email verification API key; enables email verification queries — paid resource consumption."
np.lokalise.1,45,medium,"Lokalise translation management API token; read/write on localization projects and language files."
kingfisher.looker.1,15,info,"Looker Base URL (visible:false helper); hostname identifier only — not a credential."
kingfisher.looker.2,20,low,"Looker Client ID (visible:false helper); not usable as a standalone secret — requires client secret."
kingfisher.looker.3,60,high,"Looker Client Secret (paired with URL and client ID); grants BI platform login and business intelligence data access."
kingfisher.netlify.1,75,high,"Netlify API Key (hex pattern); full hosting platform access — deploy/manage sites and environment variables."
kingfisher.netlify.2,75,high,"Netlify API Key (alphanumeric pattern); same capability as .1 — site management and deployment control."
kingfisher.nvidia.nim.1,55,medium,"NVIDIA NIM API Key (nvapi- prefix); AI inference API access — paid GPU resource consumption."
kingfisher.nylas.api_uri.1,10,info,"Nylas API URI (visible:false helper); regional endpoint identifier only — not a credential."
kingfisher.nylas.1,55,medium,"Nylas email/calendar API key; access to email and calendar data depending on scopes — moderate PII exposure."
kingfisher.owlbot.1,25,low,"Owlbot dictionary API key; public dictionary lookup service — very limited impact beyond quota consumption."
kingfisher.pastebin.1,35,low,"Pastebin API key; enables paste creation/reading — limited to paste platform operations."
kingfisher.prefect.1,50,medium,"Prefect workflow orchestration API token; access to cloud workflows and workspace data."
kingfisher.pubnub.1,50,medium,"PubNub publish key; enables publishing messages to real-time channels — moderate messaging abuse risk."
kingfisher.pubnub.2,45,medium,"PubNub subscribe key; enables reading real-time channel data — potential message interception."
kingfisher.rapidapi.1,50,medium,"RapidAPI key; access to subscribed APIs on RapidAPI marketplace — scope varies by subscriptions."
kingfisher.readme.1,35,low,"ReadMe documentation API key; access to developer documentation project settings — limited impact."
kingfisher.recaptcha.1,45,medium,"reCAPTCHA API key; pattern matches both site keys and secret keys — if secret key allows CAPTCHA bypass."
kingfisher.scale.1,50,medium,"Scale AI data labeling live API key; access to AI annotation team management and task data."
kingfisher.scale.2,35,low,"Scale Callback Auth key (live_auth_ prefix); webhook signature verification only — cannot initiate API calls."
np.sourcegraph.1,68,high,"Sourcegraph Access Token (sgp_ prefix); code search access and potential lateral movement to linked GitHub/GitLab."
np.spotify.1,40,medium,"Spotify OAuth access token; user account access (playlists/history/profile) — limited to media platform data."
kingfisher.sslmate.1,50,medium,"SSLMate API key; SSL certificate ordering and management — potential for rogue cert issuance on managed domains."
kingfisher.vercel.1,85,critical,"Vercel API Token; full hosting infra control — deploy/manage projects and environment variables — production infra tier."
np.wpengine.1,65,high,"WPEngine API key; WordPress hosting management — site control/backups/configuration access across hosted sites."
kingfisher.yandex.1,40,medium,"Yandex API key (dictionary service context). LOW CONFIDENCE: pattern may apply to broader Yandex cloud services."
np.zapier.1,50,medium,"Zapier Webhook URL; triggers automation workflows — enables data exfiltration via zap execution."
kingfisher.credentials.1,55,medium,"HTTP URL with user:pass embedded; min_entropy 3.0 medium confidence; unknown service target."
kingfisher.curl.1,55,medium,"curl -u flag leaks creds in shell history; low YAML confidence; unknown target service."
kingfisher.curl.2,55,medium,"curl Authorization header; opaque token, no system context, low YAML confidence."
kingfisher.filezilla.1,70,high,"FileZilla base64-encoded stored password; trivially decoded FTP/SFTP credential."
kingfisher.filezilla.2,70,high,"FileZilla plaintext stored password; directly readable remote-access credential."
np.generic.1,50,medium,"Generic 32-64 char secret value; YAML explicitly notes bad precision/recall."
np.generic.2,50,medium,"Generic API key (api_key/access_key variable); no vendor signal."
np.generic.3,50,medium,"Quoted user+password pair assignment; two-field pattern adds strength."
np.generic.4,50,medium,"Unquoted user+password pair (config-file style); same strength as .3."
np.generic.5,50,medium,"Double-quoted password= assignment; single-field, many negatives filtered."
np.generic.6,50,medium,"Single-quoted password= assignment; variant of .5."
np.generic.7,85,critical,".NET NetworkCredential hardcoded user+pass; NTLM/Kerberos/Basic auth to network resources."
np.generic.8,85,critical,".NET DirectoryEntry hardcoded LDAP path+user+pass; Active Directory access per YAML."
np.generic.9,55,medium,".NET appsettings key with pass/secret/token/admin value; fuzzy, no DB specificity."
np.generic.10,85,critical,".NET ConnectionString config; YAML: may allow attacker direct database access."
np.generic.11,45,medium,"'the password is ...' natural-language phrase; documentation-style, lower specificity."
np.generic.12,45,medium,"Variant of .11 with double-quoted value; same documentation-style reasoning."
np.generic.13,45,medium,"'password for user ... is ...' phrase; doc-style despite username context."
np.generic.14,45,medium,"Variant of .13 with double-quoted values; same reasoning."
np.generic.15,50,medium,"if-statement password comparison (double-quoted); hardcoded app-level credential."
np.generic.16,50,medium,"if-statement password comparison (single-quoted); variant of .15."
np.http.1,55,medium,"HTTP Basic Authorization header (base64 user:pass); broad scope, any service."
np.http.2,55,medium,"HTTP Bearer token; opaque, no system specificity."
np.jwt.1,55,medium,"Full JWT token (header.payload.sig); issued token may be expired, not the signing key."
np.jwt.2,75,high,"JWT signing secret (double-quoted YAML); compromising this forges arbitrary tokens."
